,query_idx,query_original,fused_ranking
84,50370,benefits of berries during pregnancy,"{'3427798': 2549.493346658291, '3427796': 2387.8690234188157, '3427797': 2256.7405081513093, '3427793': 2006.2879713368404, '3427791': 1424.8838245298075, '1565868': 162.1312765369581, '1565869': 44.772675473424954, '1565871': 34.65051231778876, '3494288': 30.587756105916796, '1565872': 22.60957118120765, '1565875': 20.766583802235523, '5831021': 9.702021507184432, '5675558': 9.332720118387373, '5831020': 8.083019551697138, '5675564': 5.382992853249329, '1565874': 5.069046598994279, '3494285': 3.8936056838869293, '1128850': 3.2248327897376794, '5675560': 3.0043416240937844, '5675561': 2.6416650934383603, '1086506': 2.2975817152371247, '1128849': 1.5219719240371508, '1128851': 0.9400538731749648, '4394704': 0.9229515913763491, '193606': 0.8893808487605364, '1679430': 0.8160426449811828, '1128856': 0.7746617883688864, '4117267': 0.5530874708618038, '1128852': 0.5103538222376172, '6099131': 0.5090639465583706, '338203': 0.46615181257318583, '786640': 0.38024364317102466, '2545917': 0.36533505582345926, '2759422': 0.29437337062602437, '2545918': 0.28943294709432077, '786636': 0.2466312136264544, '5675562': 0.22311499252527006, '2545915': 0.22118329873830372, '1086502': 0.16311492533858502, '245532': 0.11872230488272022, '875168': 0.10416899727361834, '6990597': 0.07915636708294323, '3168707': 0.07124367396126516, '4026383': 0.06820644495443087, '6845906': 0.026367850416633063, '2706980': 0.022029834734712518, '3168706': 0.020955429814342952, '6036174': 0.012468921858208642, '6651782': 0.007791090024071039, '6099128': 0.0067592029625686565, '6036177': 0.0063533649879635515, '6990601': 0.006176562692202296, '2545912': 0.0054829991963875994, '416665': 0.0049556044469480426, '6036173': 0.004350553189520295, '786641': 0.004342274031817649, '3093879': 0.002734402631984203, '6099129': 0.0025117227671107006, '3371133': 0.0021891080570086885, '5712813': 0.0010969694543745542, '2545916': 0.0006777304758735183, '5831025': 0.0002626118307104364, '6845911': 0.0, '3917816': 0.0, '722036': 0.0}"
85,576639,what are uses for soybeans,"{'3467969': 22.673335169165906, '3467973': 16.197475521914747, '3467975': 7.094942274094435, '3467970': 6.162761440318144, '2706979': 3.782336149181631, '5712806': 3.5381581045360635, '3467971': 3.449431370490925, '5712812': 2.5607180481662146, '5712808': 1.9866435749168319, '875172': 1.373559210166262, '2706974': 1.2512826783842668, '1679433': 0.9930626304965242, '1679431': 0.9642900619998751, '2019373': 0.9204157394454913, '1679430': 0.904151294923996, '1771392': 0.8474886250936577, '1386350': 0.7142523791507015, '2515382': 0.676531902272989, '6990600': 0.6430176530074387, '2545917': 0.6313900565940906, '2545915': 0.5183246231337104, '2706978': 0.4959285471847442, '2545916': 0.4520244411719848, '6827588': 0.43714358815357984, '875168': 0.3891536428787278, '6827589': 0.38710374267932735, '6827597': 0.3855271006530617, '6827594': 0.3258426156625839, '6990598': 0.3169793593174428, '2019365': 0.3063409718001365, '2019364': 0.30371821921087444, '2706980': 0.2522350524481185, '6990597': 0.2348930147429491, '6990601': 0.2123527739363817, '1771385': 0.17785373616329467, '2545912': 0.16257799105811746, '7045570': 0.1544194419128595, '2482606': 0.14782406482480692, '1771383': 0.14134641097492115, '5712813': 0.14064323490099412, '2482602': 0.1394259397309779, '1771388': 0.13665250173148635, '4365157': 0.12687125895881457, '671063': 0.10737411873532039, '1565869': 0.10475783190695377, '875171': 0.10312716323643864, '2706972': 0.10024825324435124, '146598': 0.0979516472258254, '2482604': 0.08022905456869561, '2136579': 0.07812277994901054, '4613702': 0.07329888528820516, '5675561': 0.07329474973055196, '3494288': 0.07160613174422104, '2019366': 0.0643086366772901, '4026383': 0.06353067287250194, '3034359': 0.057137708076909724, '7045573': 0.04942878695843757, '1679435': 0.04837739695304833, '1927528': 0.04772256706524325, '7924178': 0.04727221983895932, '7045577': 0.041019423608763275, '7045574': 0.03904079689262045, '4613698': 0.03560161119354621, '6827590': 0.03549146563666432, '8238450': 0.032883674352806404, '7045576': 0.031604924668991626, '5675558': 0.03130419903096133, '2482601': 0.028426599146641713, '3494287': 0.025196748333481667, '2515386': 0.023743090808752674, '4026379': 0.023048472539595213, '4365154': 0.021325444683894024, '2545918': 0.018134807418540864, '4117263': 0.017260568675566627, '4117262': 0.012017054933921436, '4026382': 0.011572804630259913, '6099128': 0.010303141280333142, '4394704': 0.01023965724022301, '1565872': 0.009572169045026804, '5675564': 0.009306856061436683, '2759422': 0.008285112546824807, '7924175': 0.008018531351841322, '1128850': 0.006243484020813031, '7924171': 0.004693650574823277, '4148212': 0.0022261413401806667, '5675560': 0.0019485145304797584, '1565874': 0.0, '6099129': 0.0}"
86,668534,what helps for acne,"{'3494287': 3.9854245940455115, '4394704': 2.627523840263386, '3494288': 2.3492896019775737, '786638': 1.8473797575330093, '722030': 1.630192781755874, '786640': 1.5259212494678653, '3494283': 1.496535879636094, '4394703': 1.193496011131851, '786633': 1.1469184873747194, '722033': 1.1186092682468407, '722036': 1.1165170928045673, '4394699': 0.619330429072025, '722035': 0.5219606621492405, '722031': 0.4544185272148036, '786641': 0.25362390248006167, '786636': 0.13619033913542472, '5831020': 0.06522043407479022, '2545915': 0.05810665172709319, '2545918': 0.0}"
87,1000598,where is your favorite place to go,"{'3730562': 4.0, '3730565': 3.5683494015190185, '3730558': 1.8855920016849905, '3730561': 1.6920259802049595, '4175403': 0.41046375902299925, '4703547': 0.3598354300244548, '881363': 0.35596136938912915, '2296832': 0.3436608388427367, '881362': 0.29966097328854324, '881358': 0.2794674824583779, '4703543': 0.2601027228342409, '881364': 0.2219254861276344, '2016862': 0.16232398296405132, '232429': 0.09252773779659382, '881360': 0.08497155225870352, '4703539': 0.06339754173687406, '2016868': 0.05983223836264127, '1406120': 0.006187480415965171, '6800102': 0.0008113102651439927, '232431': 0.0}"
88,868213,what kind of flower smells great,"{'3917818': 24.26810247218289, '3917817': 21.98806868797635, '3917812': 19.088550763572034, '3917811': 18.404035679975077, '3917816': 10.392383877136337, '4716749': 3.5186280288164014, '4716744': 2.6397849347805504, '5357684': 2.4975758987671344, '6036177': 1.209420863745239, '317177': 1.074247880886978, '6036174': 0.8249083398981123, '317174': 0.4171637303022989, '3730558': 0.20648959648905732, '4175403': 0.18457336785003287, '2016868': 0.16488598511377822, '4716747': 0.1014489267111124, '5357679': 0.09726129310819118, '4950840': 0.07747068626480973, '5357681': 0.07334849423579842, '6036172': 0.047671124439649055, '3335171': 0.03592218048424275, '4950842': 0.03522736857209514, '5357682': 0.03239539487422966, '4716748': 0.018984548285720437, '2180634': 0.01597380983974698, '2016864': 0.015543005443438286, '4152762': 0.010693761741377452, '193606': 0.0036934550767514407, '5021024': 0.002057135103918877, '2436604': 0.0013944516901238757, '4152761': 0.0012654913441516803, '6368196': 0.0, '2436603': 0.0}"
89,1081330,yellow dock benefits,"{'4026380': 115.99186550547078, '4026379': 108.6504891715656, '4026383': 100.73598542364425, '4026381': 79.68161033065675, '4026382': 44.599700476397196, '2754978': 20.50947751698392, '2754979': 18.332170106435814, '2754980': 13.982572178904281, '2754977': 12.860534271221711, '5021019': 10.019999088395897, '5021024': 8.536350809877936, '2754984': 8.26362461651433, '5021020': 8.188019687282363, '2754981': 5.051748350342034, '3665327': 3.3497843864110015, '2545917': 2.5491965529902822, '2754983': 2.273315609537531, '719994': 2.222301666501891, '5021023': 1.9520282266650077, '2545918': 1.5126183282323318, '2545912': 1.332314776181949, '2545916': 1.2881342582228135, '146598': 1.0741204170305327, '193606': 0.8714009930094226, '4148210': 0.7130494258097928, '1128852': 0.6725632964795178, '4950842': 0.5961116450229358, '4950840': 0.4604914375396051, '2019366': 0.4373759750827381, '4394704': 0.43665996104632965, '1128856': 0.4087309283024128, '1565869': 0.3375700263200202, '4950836': 0.3012266989887, '3467973': 0.28814932776777097, '5177382': 0.278976010861833, '1086506': 0.27667114272582594, '1771385': 0.2310382211111841, '2706974': 0.167833849102981, '2545915': 0.1441212044997027, '3168706': 0.1335370578581723, '786641': 0.13102806365441827, '2019365': 0.10730748064734895, '722033': 0.10606955136751806, '2044464': 0.09393216545874933, '1679435': 0.08893677245057174, '5712808': 0.06808253442732339, '722035': 0.06470672979667608, '1565874': 0.06355476676202473, '4613700': 0.06322881085236617, '3467969': 0.05746736562342726, '3467970': 0.05441012878496277, '7924170': 0.05138127878672461, '3494288': 0.05093018256650505, '5712813': 0.044790003320023114, '2044458': 0.038685531012239524, '5712812': 0.018264026372419542, '3494285': 0.017609886769735957, '3494287': 0.015635125561061856, '3467971': 0.015462949982707771, '7924175': 0.015013323160963167, '4394705': 0.009502736352222752, '1771383': 0.009424716081798734, '2019370': 0.008840147474944587, '7924177': 0.007806064443137361, '1386350': 0.007444380896112978, '2482602': 0.0051256150254357855, '4148213': 0.005021593758836448, '875168': 0.0017424472469024488, '786638': 0.000524411003075286, '2706972': 0.0, '1086502': 0.0, '2019368': 0.0}"
90,817163,what is the difference between china and porcelain,"{'4064442': 228.31226159839972, '4064438': 218.67295890900039, '4064440': 198.20525852594852, '4064443': 148.89576463641495, '4064439': 140.36147261145388, '2710848': 8.590552265398259, '3249179': 6.277833523426701, '2710845': 4.875486918896022, '4434770': 4.799672398468903, '3249184': 3.3445135555273904, '3249178': 2.2890538372470295, '4434768': 1.2417763641509736, '2710844': 1.2006450688089843, '686269': 1.068019582643743, '4434769': 1.0422032406795885, '739805': 1.0325382371778218, '739811': 0.5238034800846901, '1260538': 0.5124594937974678, '6827589': 0.4428819993756359, '4434766': 0.4206493687545552, '3249182': 0.4015244414595855, '6827588': 0.4001118492071194, '5768021': 0.39095145463341635, '739806': 0.3565719164191783, '5768027': 0.3249874863899336, '2710843': 0.3098507175692104, '739807': 0.30802385110331904, '222570': 0.30667784522875613, '5383224': 0.28109333859796487, '2710841': 0.22314723275019469, '961737': 0.21797264979688813, '903579': 0.19946118600910792, '2706979': 0.19586088557408243, '3008364': 0.1536533478767116, '3249177': 0.14403275478408517, '961743': 0.12556387634139263, '266748': 0.11344123502639242, '266747': 0.09481924043399838, '4298027': 0.093456420512199, '7924178': 0.09046712725783618, '961738': 0.08616520882041093, '5768028': 0.051043071942431927, '4562792': 0.04897141936940182, '4066012': 0.04529965356854647, '739804': 0.0389776061415181, '2136583': 0.03628298361998783, '4066013': 0.029685711258873308, '2710842': 0.02963573632130194, '222577': 0.02948873547973227, '739803': 0.025289605863367426, '686271': 0.023670691953051694, '2629975': 0.02351136216605808, '2136579': 0.022064283249318514, '739802': 0.019799481697063016, '686273': 0.019291982968100203, '2629976': 0.01660147225901999, '222579': 0.014084433125532722, '2998247': 0.01275935791185331, '2629974': 0.010075578767085305, '2706972': 0.00906074747331155, '2706980': 0.00851785514064379, '554478': 0.006590542236958553, '686270': 0.006050542148827328, '2706974': 0.005933231188963428, '2442912': 0.0033424937551874323, '2629981': 0.0018062680971918414, '5865929': 0.0009798821886326157, '6827590': 0.00019289072835361283, '55269': 4.4052671664068186e-05, '998485': 0.0}"
91,569074,what are the different types of roofs,"{'4066007': 764.6570329405683, '4066012': 717.6493175578695, '4066013': 665.3412385724769, '4066010': 576.2255419799411, '3796700': 516.9946610236369, '334574': 31.201674133764723, '288134': 27.99392777566304, '554479': 25.591500496490386, '554478': 19.297258349583107, '2442912': 18.83235628110353, '961736': 18.04326926727446, '554476': 16.667689774931894, '961743': 13.592169391403324, '107379': 9.643178378000613, '4994209': 7.5771887615646065, '961742': 5.485367632648788, '2442913': 2.8775049934797767, '961737': 2.854432297189628, '1578311': 1.508647818705405, '1578307': 1.431070397148643, '2442911': 0.8870329076749617, '172367': 0.7927351660410513, '55269': 0.7058800817739421, '961738': 0.6120335848661232, '2710848': 0.5565430932290173, '1578313': 0.37629874193481655, '1578304': 0.25856374387408226, '2710845': 0.205255307377247, '1189070': 0.1826495399304892, '2859090': 0.1757702389521745, '5055633': 0.17302044140428696, '1578306': 0.12691951392301698, '5768023': 0.10778456068804596, '2859093': 0.0954350118864575, '2710842': 0.06661991133277495, '1578305': 0.06480468267030837, '4963388': 0.058109268451485376, '1578312': 0.043587127096229736, '2136579': 0.034698821355567455, '4434766': 0.03340746078426959, '3249177': 0.03203565530259497, '4994210': 0.03065952933697972, '4298031': 0.01016325974707975, '1601553': 0.009940606189394937, '3730561': 0.007438169276095316, '2296832': 0.007194362314658621, '2136580': 0.006678529949776968, '7924178': 0.006246522646125023, '4994211': 0.0056307721252916495, '172364': 0.005477665614990947, '3730567': 0.004240608630392416, '3163390': 0.003530246719529678, '2436606': 0.002500782348704134, '3249178': 0.0021392904850539786, '207689': 0.00038055662221036764, '222571': 0.00024745421222393513, '6368193': 0.0, '3917811': 0.0, '207685': 0.0, '1189075': 0.0, '8289815': 0.0}"
92,861493,what is vitamin taken for,"{'4117267': 3.99759772817232, '6099128': 1.045876589142977, '4117263': 1.0, '6099132': 0.9913775807342853, '671063': 0.9796878486370529, '338203': 0.6588364466897477, '2135077': 0.6487968224550786, '4117262': 0.5290338860441248, '6990600': 0.4351325192547689, '2759420': 0.3975989350785414, '416665': 0.34440289781187383, '6990601': 0.3192132872636567, '6099130': 0.23696060581471026, '875164': 0.1895542721920776, '2019366': 0.16937153619544434, '2759421': 0.16089321080022875, '2759419': 0.14525071002255982, '2759427': 0.14460698473756053, '416657': 0.12170257847105953, '2759426': 0.11924435353697387, '4148207': 0.11716561210644974, '416659': 0.107595357983122, '4148208': 0.10724537997943027, '6990597': 0.10177674535153965, '416656': 0.09663420529495179, '875171': 0.08889857130375015, '2759422': 0.08296368344300586, '875170': 0.08264628398509155, '875168': 0.0539119769116867, '6990598': 0.051454053164793075, '2019370': 0.04092400766538626, '416664': 0.040761651833048085, '3467969': 0.04017404993997491, '4148210': 0.02915759954949033, '4148213': 0.02496622482782517, '3467973': 0.01960904766379227, '1679433': 0.018977786811300294, '719994': 0.006334490712533961, '6099129': 0.0, '5712806': 0.0}"
93,189815,foods that support immune function,"{'4148212': 1394.2026884095249, '4148207': 1304.1442082009453, '4148213': 1131.213064673449, '4148210': 1122.2256226676996, '719994': 1092.4990816771435, '4148208': 886.948768540193, '6323379': 46.573077867400855, '338203': 25.57382130487929, '5831021': 18.089069986647633, '875164': 17.067099904315057, '4117263': 16.54949852835152, '875171': 16.07035161538795, '1588459': 13.340139524198044, '4117262': 12.259272636685708, '6323377': 10.925433197138723, '1679433': 10.041286210524484, '2754983': 9.30067901041256, '5831027': 8.912677077551717, '1565874': 8.627739069076233, '875168': 6.8455294781272835, '416665': 5.17165043206546, '1588461': 4.916186267963243, '875170': 4.806844375037182, '6990600': 4.432083838832614, '2754977': 4.29457174516363, '2545915': 4.174955684236236, '2019370': 3.894542796571608, '6990598': 3.616031314962333, '416664': 3.1379824692526292, '6099132': 3.106664797168956, '6099128': 2.7773087668772636, '6099130': 2.7335257497231082, '1588463': 2.5735953254522146, '2019366': 2.3443205177165116, '1565872': 2.342497156284303, '1565869': 1.4790467251293844, '5831022': 1.4670796040342504, '1639026': 1.3493932312993038, '1679431': 1.3273170885690115, '507741': 1.2250241886546183, '1639027': 1.1980045582918326, '3467970': 1.1740299690625666, '6990597': 1.0443919089493268, '2545916': 0.8976910487567769, '875172': 0.8387420382611531, '3494284': 0.7496673880860097, '6323380': 0.7319335580987171, '2754979': 0.623095816007228, '4117267': 0.5969165490794879, '1639020': 0.5897648714807815, '5831020': 0.5640607263644641, '4026382': 0.5120128677127451, '4026380': 0.39706773826955616, '3467969': 0.32452398447640973, '416657': 0.31968004194186167, '4312810': 0.21620890541926868, '2135077': 0.17541945701043327, '416656': 0.16800978552744775, '6323384': 0.13211666676421893, '6099129': 0.12888316808217137, '2754984': 0.11560281798121774, '3467971': 0.04864277345289271, '1565875': 0.036045018669413106, '1227026': 0.03594461891660523, '2754981': 0.0356881475483512, '566618': 0.028192934522538127, '2545917': 0.019576518249783476, '566617': 0.013234019304607719, '4394705': 0.009606195549543606, '671063': 0.008467962376630014, '2482606': 0.007574171730668744, '2759422': 0.0012219132078299824, '6845913': 0.0, '263126': 0.0}"
