Query	Passage_Scores
query_254	{'passage_172367': 0.3180096735463311, 'passage_172364': 0.2108886900716773, 'passage_172362': 0.20589397254162634, 'passage_172358': 0.14764193769696907, 'passage_172366': 0.1392184179128282, 'passage_3163396': 0.0621867314659486, 'passage_428250': 0.0604950391280534, 'passage_4703543': 0.05759390806292569, 'passage_2173888': 0.05437315126240202, 'passage_4703547': 0.053972722096370204, 'passage_5055630': 0.05311272189450655, 'passage_6610801': 0.05215344026336315, 'passage_3163390': 0.0495506364159885, 'passage_4175409': 0.04895372212494962, 'passage_428244': 0.047866268643087975, 'passage_16521': 0.046375117386722765, 'passage_3730561': 0.044072848039250795, 'passage_6800104': 0.0440229038515355}
query_274	{'passage_172364': 0.4618000460514796, 'passage_172362': 0.3956233680389516, 'passage_172367': 0.3084307636510134, 'passage_172358': 0.2723487191971793, 'passage_172366': 0.20534573030017067, 'passage_2173888': 0.08506897428862413, 'passage_2173893': 0.06406370005312438, 'passage_428250': 0.05631020015232749, 'passage_961074': 0.0513230751373207, 'passage_3163390': 0.049466858095183766, 'passage_3163389': 0.04801122918655306, 'passage_428244': 0.04731750192664996, 'passage_1282689': 0.045052173378993754}
query_279	{'passage_172362': 0.3802393918863629, 'passage_172364': 0.35870120905321357, 'passage_172358': 0.29075564568761963, 'passage_172367': 0.280633897517101, 'passage_172366': 0.19823458285650095, 'passage_2173888': 0.09277499309902452, 'passage_2173893': 0.07045166354496657, 'passage_428250': 0.06278389916781386, 'passage_5055630': 0.05269486691928613, 'passage_428244': 0.051486175647690036, 'passage_3163390': 0.051373737549257434, 'passage_961074': 0.050527442240357795, 'passage_1282689': 0.0495423019936556}
query_289	{'passage_172358': 0.27823044984579803, 'passage_172367': 0.2645430415710186, 'passage_172362': 0.23991028434651054, 'passage_172364': 0.19785951705445784, 'passage_172366': 0.14376144539212568, 'passage_2173888': 0.09951241028594801, 'passage_2173893': 0.07470451819659954, 'passage_2173887': 0.07379786466365444, 'passage_428250': 0.06973286831677056, 'passage_4703543': 0.06223877634166854, 'passage_4703547': 0.061068062101453664, 'passage_5055630': 0.06076909024957039, 'passage_428244': 0.057782173958820356, 'passage_2629976': 0.05461300906560941, 'passage_16521': 0.05441446546361253}
query_294	{'passage_172362': 0.4518181722128628, 'passage_172358': 0.38157731924694693, 'passage_172364': 0.3593556261461665, 'passage_172367': 0.2568543573507825, 'passage_172366': 0.2039741040303641, 'passage_2173888': 0.09819591084148818, 'passage_3163390': 0.06659862264406054, 'passage_3163389': 0.06321598900342851, 'passage_5055630': 0.061161657117304945, 'passage_3163396': 0.05823135023848633, 'passage_961074': 0.057543584524913836, 'passage_428250': 0.053242564680034674, 'passage_16521': 0.050789128840755135, 'passage_288134': 0.045251742419795, 'passage_1880121': 0.04202954352353555}
query_297	{'passage_172358': 0.2681496641611535, 'passage_172367': 0.2233612309998634, 'passage_172362': 0.2137544755283363, 'passage_172364': 0.16573769659890297, 'passage_172366': 0.14154932151716035, 'passage_2173888': 0.09335270108522663, 'passage_2173893': 0.0720366256110193, 'passage_2173887': 0.07138311108314195, 'passage_4703543': 0.06854809317917278, 'passage_428250': 0.06790653214973162, 'passage_4703547': 0.06736877596686035, 'passage_5055630': 0.06503057827695849, 'passage_3193114': 0.0634933937101604}
query_301	{'passage_172367': 0.24879172143305103, 'passage_172358': 0.24213941040639025, 'passage_172362': 0.20921181540707415, 'passage_172364': 0.17167747926962268, 'passage_172366': 0.14500069416183306, 'passage_2173888': 0.08749893919153925, 'passage_428250': 0.0776087203762948, 'passage_4703543': 0.06829813449389306, 'passage_4703547': 0.06556197892985428, 'passage_2173887': 0.06524742287822534, 'passage_5055630': 0.06422739098964833, 'passage_428244': 0.06067158021297342, 'passage_3163396': 0.06047072281160533, 'passage_16521': 0.058380538243400615, 'passage_6610801': 0.058006014482870925, 'passage_3193114': 0.05581734842158123}
query_306	{'passage_172364': 0.3857602783436691, 'passage_172367': 0.3165625219760463, 'passage_172362': 0.2976660104923211, 'passage_172358': 0.2443005332853308, 'passage_172366': 0.1964546670937088, 'passage_2173888': 0.07548117289175181, 'passage_2173893': 0.05616156733785241, 'passage_428250': 0.056139401078630025, 'passage_5055630': 0.048542074894326215, 'passage_3163396': 0.04759993855128036, 'passage_428244': 0.04664109279971072, 'passage_6610801': 0.043718712218644824, 'passage_1282689': 0.04363262799741909}
query_307	{'passage_172364': 0.35783461070340483, 'passage_172367': 0.2846108224891569, 'passage_172362': 0.2529374864503179, 'passage_172358': 0.21420462909441626, 'passage_172366': 0.18480781861175324, 'passage_2173888': 0.09098894648203666, 'passage_2173893': 0.06654305426094236, 'passage_428250': 0.06266837730276371, 'passage_1282689': 0.052448557368811016}
query_309	{'passage_172358': 0.3786477979770475, 'passage_172362': 0.3486392375360075, 'passage_172364': 0.23971692357656843, 'passage_172367': 0.22489570502088682, 'passage_172366': 0.20296332065099904, 'passage_2173888': 0.1204389978908003, 'passage_2173887': 0.08927047512002267, 'passage_2173893': 0.08790551390506796, 'passage_4703543': 0.06737775838778473, 'passage_4703547': 0.06691445875677257, 'passage_428250': 0.0641580651998607, 'passage_5055630': 0.06316895654458035, 'passage_16521': 0.059679086943561846, 'passage_3163390': 0.058963295151851815}
query_314	{'passage_172358': 0.34300949623876653, 'passage_172362': 0.3197625785251321, 'passage_172364': 0.29235212360745755, 'passage_172367': 0.27425173404568914, 'passage_172366': 0.22245688521340407, 'passage_2173888': 0.08455868684686647, 'passage_2173887': 0.06264424007704789, 'passage_2173893': 0.06000906050747309, 'passage_961074': 0.058787648275326065, 'passage_428250': 0.0580563918382961, 'passage_4703543': 0.05723100810203469, 'passage_5055630': 0.05681245468149068, 'passage_4703547': 0.05649983942711945, 'passage_3163396': 0.05537568929111973, 'passage_3730558': 0.05288135866467982}
query_317	{'passage_172367': 0.28409829974739204, 'passage_172362': 0.25686749212627874, 'passage_172358': 0.2560643129622698, 'passage_172366': 0.1894636741347767, 'passage_172364': 0.1775536171474428, 'passage_4703547': 0.08072082901521861, 'passage_2173888': 0.07588200923605141, 'passage_4703543': 0.07441407333353094, 'passage_3163396': 0.0731264577540208, 'passage_428250': 0.06893514004999235, 'passage_16521': 0.06730237177481035, 'passage_5055630': 0.06471897551406117, 'passage_4175409': 0.06137787168416052, 'passage_3163390': 0.06114697699453471, 'passage_6610801': 0.05869714434814907, 'passage_3193111': 0.05843121686706613, 'passage_3193114': 0.05804440459498659, 'passage_3193110': 0.05767210561681341, 'passage_961074': 0.05760242517691202}
query_320	{'passage_172364': 0.3744481997238578, 'passage_172362': 0.3221205514949971, 'passage_172367': 0.3050326372698722, 'passage_172358': 0.2631142336676757, 'passage_172366': 0.18323305753229718, 'passage_2173888': 0.07885198032470356, 'passage_2173893': 0.06060218660285668, 'passage_428250': 0.05808025893659948, 'passage_961074': 0.050643915952304955, 'passage_428244': 0.049110101407632084, 'passage_3163390': 0.04800374296532511, 'passage_3163389': 0.04623365239449683, 'passage_1282689': 0.044672040667447684}
query_323	{'passage_172364': 0.3650541909055744, 'passage_172367': 0.2986503462887708, 'passage_172362': 0.28794795170790455, 'passage_172358': 0.23028170508959958, 'passage_172366': 0.17663252801613133, 'passage_2173888': 0.08570402695628519, 'passage_2173893': 0.0662640137239362, 'passage_428250': 0.06396949501149891, 'passage_428244': 0.05370449660964996, 'passage_1282689': 0.05111158294852077}
query_328	{'passage_172362': 0.38332988614832636, 'passage_172364': 0.3229511622700762, 'passage_172358': 0.3143687431499295, 'passage_172367': 0.3003089936053579, 'passage_172366': 0.21771697365892528, 'passage_2173888': 0.07976561789769347, 'passage_4703543': 0.06730311478379727, 'passage_4703547': 0.06538417793455095, 'passage_5055630': 0.062286675427236475, 'passage_3163390': 0.05894272564788982, 'passage_961074': 0.05800961500888877, 'passage_3163389': 0.05747767330686557, 'passage_428250': 0.05744293018567248, 'passage_16521': 0.053014836604008526}
query_332	{'passage_172367': 0.3242437256846445, 'passage_172364': 0.22523983291225785, 'passage_172362': 0.21633447233856332, 'passage_172358': 0.1603579400570644, 'passage_172366': 0.1472503602486261, 'passage_3163396': 0.0623101046255326, 'passage_428250': 0.06051121664126261, 'passage_4703543': 0.05852313602886564, 'passage_2173888': 0.056158908387498326, 'passage_4703547': 0.05562254059523504, 'passage_5055630': 0.053596364643121626, 'passage_6610801': 0.052481071144108014, 'passage_3163390': 0.05023431880385189, 'passage_4175409': 0.049517465196872425, 'passage_428244': 0.048153938888079936, 'passage_16521': 0.04737500501277174, 'passage_6800104': 0.045458723087539614}
query_335	{'passage_172367': 0.40117462746905386, 'passage_172364': 0.20644823915142896, 'passage_172362': 0.1862204873339259, 'passage_172366': 0.13523115240164596, 'passage_172358': 0.13104955774605906, 'passage_428250': 0.07273490039430987, 'passage_5055630': 0.060218523697953164, 'passage_6610801': 0.05758303437024816, 'passage_3163396': 0.05754799324575787, 'passage_428244': 0.05349893382051346, 'passage_428246': 0.049202046166352514, 'passage_428249': 0.04703036752748734, 'passage_4175409': 0.04638474687890491, 'passage_2892099': 0.044049527150051795, 'passage_288134': 0.04164292443897263, 'passage_4811567': 0.04082078517526113}
query_338	{'passage_172362': 0.31824792696042686, 'passage_172364': 0.30698907982062673, 'passage_172367': 0.25587741803421765, 'passage_172358': 0.23032376424298506, 'passage_172366': 0.21479820618595868, 'passage_961074': 0.06195471541567601, 'passage_3163396': 0.05654556600250841, 'passage_5055630': 0.05439654045143839, 'passage_3163390': 0.05365677280251332, 'passage_428250': 0.052186986377186564, 'passage_3163389': 0.04998883973121459, 'passage_288134': 0.0443977188362436, 'passage_6368194': 0.0415075494308386, 'passage_428249': 0.03751212571481323, 'passage_334574': 0.03643109920839237, 'passage_5055633': 0.03408252241545179}
query_346	{'passage_172362': 0.2885442873603205, 'passage_172358': 0.28458065925424525, 'passage_172364': 0.22302106014127163, 'passage_172366': 0.22137100310590999, 'passage_172367': 0.19366401641637065, 'passage_2173888': 0.08815853900550243, 'passage_961074': 0.0686498274502163, 'passage_4703547': 0.06582191393433857, 'passage_4703543': 0.06359987665085735, 'passage_5055630': 0.06347856450246812, 'passage_6800104': 0.06182444662346673}
query_351	{'passage_172367': 0.34530490160360733, 'passage_172364': 0.2154670054792805, 'passage_172362': 0.2150759022968742, 'passage_172366': 0.1666556073998069, 'passage_172358': 0.14794404774286965, 'passage_5055630': 0.06279094471900014, 'passage_428250': 0.062329468290874664, 'passage_3163396': 0.0620172351020954, 'passage_6610801': 0.05605592676644742, 'passage_288134': 0.052040830402537604, 'passage_4175409': 0.04832491306982062, 'passage_428244': 0.04332445945052499, 'passage_334574': 0.043013205100028186, 'passage_428246': 0.04274361072973077, 'passage_6368194': 0.04075332333963783, 'passage_428249': 0.040447311367088234, 'passage_554476': 0.03987368809324456, 'passage_5055633': 0.038222114130065814, 'passage_554479': 0.0349432244571166}
query_352	{'passage_172364': 0.4832702555780909, 'passage_172362': 0.34418498762709226, 'passage_172367': 0.3055694704690296, 'passage_172358': 0.25078470664669616, 'passage_172366': 0.18693056933908192, 'passage_2173888': 0.08348618783217558, 'passage_2173893': 0.06480732266157668, 'passage_428250': 0.05639075221805673, 'passage_5055630': 0.05062479553346971, 'passage_961074': 0.04922140987635162, 'passage_428244': 0.047978246677052486, 'passage_1282689': 0.04706059762630056}
query_374	{'passage_172362': 0.4518181722128628, 'passage_172358': 0.38157731924694693, 'passage_172364': 0.3593556261461665, 'passage_172367': 0.2568543573507825, 'passage_172366': 0.2039741040303641, 'passage_2173888': 0.09819591084148818, 'passage_3163390': 0.06659862264406054, 'passage_3163389': 0.06321598900342851, 'passage_5055630': 0.061161657117304945, 'passage_3163396': 0.05823135023848633, 'passage_961074': 0.057543584524913836, 'passage_428250': 0.053242564680034674, 'passage_16521': 0.050789128840755135, 'passage_288134': 0.045251742419795, 'passage_1880121': 0.04202954352353555}
query_380	{'passage_172364': 0.34742477407577294, 'passage_172367': 0.31724266659587497, 'passage_172362': 0.2799431343366572, 'passage_172358': 0.24661133888760342, 'passage_172366': 0.2093408775329813, 'passage_428250': 0.057679833617953744, 'passage_5055630': 0.05367997280328458, 'passage_3163396': 0.05336949607191508, 'passage_4175409': 0.04775854446833638, 'passage_6610801': 0.047271259748418476, 'passage_428244': 0.045936856446615285, 'passage_288134': 0.045317116871330825, 'passage_428249': 0.04213845116613236, 'passage_6368194': 0.04133295239438055, 'passage_334574': 0.03755525522938708, 'passage_554476': 0.03573763923334589, 'passage_4811567': 0.03320004883441881}
query_383	{'passage_172364': 0.3573434723686502, 'passage_172367': 0.27803716007109835, 'passage_172362': 0.22997152918860966, 'passage_172366': 0.2142969107666314, 'passage_172358': 0.17509724829468262, 'passage_428250': 0.058254662365166514, 'passage_5055630': 0.055955818329153154, 'passage_3163396': 0.04964114209375221, 'passage_6610801': 0.04890728019432376, 'passage_288134': 0.04649548345640091, 'passage_428246': 0.042939947561571636, 'passage_428249': 0.04030436449285401, 'passage_6368194': 0.0384427055646518, 'passage_334574': 0.03761789674051204, 'passage_554476': 0.03569160170809547, 'passage_5055633': 0.03366133177127515, 'passage_4811567': 0.03303447257191891, 'passage_554479': 0.032647282590640994}
query_390	{'passage_172362': 0.5113223041916014, 'passage_172364': 0.4390143928672805, 'passage_172358': 0.4327047874773029, 'passage_172367': 0.2942654871432183, 'passage_172366': 0.22391167004863274, 'passage_2173888': 0.09818965813345117, 'passage_2173893': 0.07064876263641394, 'passage_428250': 0.054919981334447414, 'passage_5055630': 0.05449835315901505, 'passage_3163390': 0.05440943397653479, 'passage_3163389': 0.052665235304615365, 'passage_961074': 0.05223041842201114, 'passage_16521': 0.04816819767574132, 'passage_1282689': 0.046810061882609146}
query_396	{'passage_172367': 0.38234346598277075, 'passage_172364': 0.25752607455434195, 'passage_172362': 0.24252031691782117, 'passage_172358': 0.1910974714724765, 'passage_172366': 0.18639810216658487, 'passage_428250': 0.05941322908588908, 'passage_3163396': 0.05890819481622033, 'passage_5055630': 0.053849555910405696, 'passage_4175409': 0.05190090550718422, 'passage_6610801': 0.047617525246588195, 'passage_428244': 0.04669925445828793, 'passage_288134': 0.04476230229294713, 'passage_428246': 0.04366247889609169, 'passage_428249': 0.0427236628403762, 'passage_6368194': 0.04073752220518831, 'passage_334574': 0.0379489027992284, 'passage_554476': 0.037169279421296775, 'passage_4811567': 0.03492056471913123}
